response,instruction,context,combined_column,combined_column_len
SELECT MAX(share_count) FROM TRANSACTIONS WHERE amount_of_transaction < 10000,Show the maximum share count of transactions where the amount is smaller than 10000,"CREATE TABLE TRANSACTIONS (share_count INTEGER, amount_of_transaction INTEGER)","Instruction: Show the maximum share count of transactions where the amount is smaller than 10000
Context: CREATE TABLE TRANSACTIONS (share_count INTEGER, amount_of_transaction INTEGER)
Response: SELECT MAX(share_count) FROM TRANSACTIONS WHERE amount_of_transaction < 10000",272
"SELECT AVG(position) FROM table_name_60 WHERE goals_against > 42 AND club = ""burgos cf"" AND losses > 14","What is the average position of club burgos cf, which has more than 42 goals against and more than 14 losses?","CREATE TABLE table_name_60 (position INTEGER, losses VARCHAR, goals_against VARCHAR, club VARCHAR)","Instruction: What is the average position of club burgos cf, which has more than 42 goals against and more than 14 losses?
Context: CREATE TABLE table_name_60 (position INTEGER, losses VARCHAR, goals_against VARCHAR, club VARCHAR)
Response: SELECT AVG(position) FROM table_name_60 WHERE goals_against > 42 AND club = ""burgos cf"" AND losses > 14",344
"SELECT COUNT(length__miles_) FROM table_name_95 WHERE east_or_north_terminus = ""ne 2 in lincoln""",what is the length (miles) when the east or north terminus is ne 2 in lincoln?,"CREATE TABLE table_name_95 (length__miles_ VARCHAR, east_or_north_terminus VARCHAR)","Instruction: what is the length (miles) when the east or north terminus is ne 2 in lincoln?
Context: CREATE TABLE table_name_95 (length__miles_ VARCHAR, east_or_north_terminus VARCHAR)
Response: SELECT COUNT(length__miles_) FROM table_name_95 WHERE east_or_north_terminus = ""ne 2 in lincoln""",291
SELECT region_name FROM region WHERE NOT region_id IN (SELECT region_id FROM affected_region),Show the name for regions not affected.,"CREATE TABLE region (region_name VARCHAR, region_id VARCHAR); CREATE TABLE affected_region (region_name VARCHAR, region_id VARCHAR)","Instruction: Show the name for regions not affected.
Context: CREATE TABLE region (region_name VARCHAR, region_id VARCHAR); CREATE TABLE affected_region (region_name VARCHAR, region_id VARCHAR)
Response: SELECT region_name FROM region WHERE NOT region_id IN (SELECT region_id FROM affected_region)",297
"SELECT rank FROM table_name_50 WHERE studio = ""walt disney pictures""",What is the ranking of the movie made at Walt Disney Pictures?,"CREATE TABLE table_name_50 (rank VARCHAR, studio VARCHAR)","Instruction: What is the ranking of the movie made at Walt Disney Pictures?
Context: CREATE TABLE table_name_50 (rank VARCHAR, studio VARCHAR)
Response: SELECT rank FROM table_name_50 WHERE studio = ""walt disney pictures""",221
"SELECT country FROM table_name_15 WHERE play = ""cyclops""",What country had the play Cyclops?,"CREATE TABLE table_name_15 (country VARCHAR, play VARCHAR)","Instruction: What country had the play Cyclops?
Context: CREATE TABLE table_name_15 (country VARCHAR, play VARCHAR)
Response: SELECT country FROM table_name_15 WHERE play = ""cyclops""",182
"SELECT athletes FROM table_name_62 WHERE rank < 5 AND country = ""china""",Which athlete is ranked below 5 and is from China?,"CREATE TABLE table_name_62 (athletes VARCHAR, rank VARCHAR, country VARCHAR)","Instruction: Which athlete is ranked below 5 and is from China?
Context: CREATE TABLE table_name_62 (athletes VARCHAR, rank VARCHAR, country VARCHAR)
Response: SELECT athletes FROM table_name_62 WHERE rank < 5 AND country = ""china""",231
"SELECT player FROM table_name_30 WHERE school_club_team = ""mcgill""",What is the Player from McGill?,"CREATE TABLE table_name_30 (player VARCHAR, school_club_team VARCHAR)","Instruction: What is the Player from McGill?
Context: CREATE TABLE table_name_30 (player VARCHAR, school_club_team VARCHAR)
Response: SELECT player FROM table_name_30 WHERE school_club_team = ""mcgill""",200
SELECT SUM(time) FROM table_name_17 WHERE lane = 1 AND rank < 8,Name the sum of time for lane of 1 and rank less than 8,"CREATE TABLE table_name_17 (time INTEGER, lane VARCHAR, rank VARCHAR)","Instruction: Name the sum of time for lane of 1 and rank less than 8
Context: CREATE TABLE table_name_17 (time INTEGER, lane VARCHAR, rank VARCHAR)
Response: SELECT SUM(time) FROM table_name_17 WHERE lane = 1 AND rank < 8",221
SELECT against FROM table_name_24 WHERE losses = 14,Which against has 14 losses?,"CREATE TABLE table_name_24 (against VARCHAR, losses VARCHAR)","Instruction: Which against has 14 losses?
Context: CREATE TABLE table_name_24 (against VARCHAR, losses VARCHAR)
Response: SELECT against FROM table_name_24 WHERE losses = 14",173
SELECT _percentage_of_popular_vote FROM table_name_53 WHERE _number_of_seats_available = 90,What is the percentage of the popular vote when there were 90 seats available?,"CREATE TABLE table_name_53 (_percentage_of_popular_vote VARCHAR, _number_of_seats_available VARCHAR)","Instruction: What is the percentage of the popular vote when there were 90 seats available?
Context: CREATE TABLE table_name_53 (_percentage_of_popular_vote VARCHAR, _number_of_seats_available VARCHAR)
Response: SELECT _percentage_of_popular_vote FROM table_name_53 WHERE _number_of_seats_available = 90",303
"SELECT results FROM table_name_36 WHERE seed = ""#12"" AND year < 1996",What Results has a Seed #12 and a Year that's smaller than 1996,"CREATE TABLE table_name_36 (results VARCHAR, seed VARCHAR, year VARCHAR)","Instruction: What Results has a Seed #12 and a Year that's smaller than 1996
Context: CREATE TABLE table_name_36 (results VARCHAR, seed VARCHAR, year VARCHAR)
Response: SELECT results FROM table_name_36 WHERE seed = ""#12"" AND year < 1996",237
"SELECT league FROM table_name_99 WHERE open_cup = ""1st round"" AND year = 2009","Which League that has a Open Cup of 1st round, and a Year of 2009?","CREATE TABLE table_name_99 (league VARCHAR, open_cup VARCHAR, year VARCHAR)","Instruction: Which League that has a Open Cup of 1st round, and a Year of 2009?
Context: CREATE TABLE table_name_99 (league VARCHAR, open_cup VARCHAR, year VARCHAR)
Response: SELECT league FROM table_name_99 WHERE open_cup = ""1st round"" AND year = 2009",252
"SELECT AVG(lane) FROM table_name_40 WHERE nationality = ""great britain"" AND heat < 3",What's Great Britain's lane with a heat less than 3?,"CREATE TABLE table_name_40 (lane INTEGER, nationality VARCHAR, heat VARCHAR)","Instruction: What's Great Britain's lane with a heat less than 3?
Context: CREATE TABLE table_name_40 (lane INTEGER, nationality VARCHAR, heat VARCHAR)
Response: SELECT AVG(lane) FROM table_name_40 WHERE nationality = ""great britain"" AND heat < 3",246
"SELECT bumping_blocking FROM table_name_49 WHERE ankle_tap = ""yes"" AND steal_intercept_ball = ""yes""",Which bumping/blocking has a yes for both the ankle tap and steal/intercept ball?,"CREATE TABLE table_name_49 (bumping_blocking VARCHAR, ankle_tap VARCHAR, steal_intercept_ball VARCHAR)","Instruction: Which bumping/blocking has a yes for both the ankle tap and steal/intercept ball?
Context: CREATE TABLE table_name_49 (bumping_blocking VARCHAR, ankle_tap VARCHAR, steal_intercept_ball VARCHAR)
Response: SELECT bumping_blocking FROM table_name_49 WHERE ankle_tap = ""yes"" AND steal_intercept_ball = ""yes""",316
"SELECT result FROM table_name_72 WHERE attendance = ""60,705""","Which Result has an Attendance of 60,705?","CREATE TABLE table_name_72 (result VARCHAR, attendance VARCHAR)","Instruction: Which Result has an Attendance of 60,705?
Context: CREATE TABLE table_name_72 (result VARCHAR, attendance VARCHAR)
Response: SELECT result FROM table_name_72 WHERE attendance = ""60,705""",198
"SELECT MIN(uni_number) FROM table_name_25 WHERE surname = ""wiltshire""",What is the uniform number of the player whose last name is Wiltshire?,"CREATE TABLE table_name_25 (uni_number INTEGER, surname VARCHAR)","Instruction: What is the uniform number of the player whose last name is Wiltshire?
Context: CREATE TABLE table_name_25 (uni_number INTEGER, surname VARCHAR)
Response: SELECT MIN(uni_number) FROM table_name_25 WHERE surname = ""wiltshire""",237
"SELECT incumbent FROM table_name_55 WHERE winner = ""arthur osborne""",Who was the incumbent when Arthur Osborne won the election?,"CREATE TABLE table_name_55 (incumbent VARCHAR, winner VARCHAR)","Instruction: Who was the incumbent when Arthur Osborne won the election?
Context: CREATE TABLE table_name_55 (incumbent VARCHAR, winner VARCHAR)
Response: SELECT incumbent FROM table_name_55 WHERE winner = ""arthur osborne""",222
"SELECT bulgarian_name FROM table_name_56 WHERE english_name = ""september""",What's the Bulgarian word for september?,"CREATE TABLE table_name_56 (bulgarian_name VARCHAR, english_name VARCHAR)","Instruction: What's the Bulgarian word for september?
Context: CREATE TABLE table_name_56 (bulgarian_name VARCHAR, english_name VARCHAR)
Response: SELECT bulgarian_name FROM table_name_56 WHERE english_name = ""september""",220
"SELECT written_by FROM table_2866514_1 WHERE us_viewers__million_ = ""3.96""",Who wrote the episode with 3.96 million US viewers?,"CREATE TABLE table_2866514_1 (written_by VARCHAR, us_viewers__million_ VARCHAR)","Instruction: Who wrote the episode with 3.96 million US viewers?
Context: CREATE TABLE table_2866514_1 (written_by VARCHAR, us_viewers__million_ VARCHAR)
Response: SELECT written_by FROM table_2866514_1 WHERE us_viewers__million_ = ""3.96""",238
"SELECT h_ci__ka_m_ FROM table_2282444_1 WHERE b_r__t_ = ""0.6–1.4""",When  0.6–1.4 is the b r (t) what is the h ci (ka/m)?,"CREATE TABLE table_2282444_1 (h_ci__ka_m_ VARCHAR, b_r__t_ VARCHAR)","Instruction: When  0.6–1.4 is the b r (t) what is the h ci (ka/m)?
Context: CREATE TABLE table_2282444_1 (h_ci__ka_m_ VARCHAR, b_r__t_ VARCHAR)
Response: SELECT h_ci__ka_m_ FROM table_2282444_1 WHERE b_r__t_ = ""0.6–1.4""",219
SELECT MIN(year) FROM table_name_75 WHERE points = 4,what is the least year for 4 points?,"CREATE TABLE table_name_75 (year INTEGER, points VARCHAR)","Instruction: what is the least year for 4 points?
Context: CREATE TABLE table_name_75 (year INTEGER, points VARCHAR)
Response: SELECT MIN(year) FROM table_name_75 WHERE points = 4",179
"SELECT MAX(period) FROM table_name_19 WHERE element = ""platinum""",Which highest period's element is platinum?,"CREATE TABLE table_name_19 (period INTEGER, element VARCHAR)","Instruction: Which highest period's element is platinum?
Context: CREATE TABLE table_name_19 (period INTEGER, element VARCHAR)
Response: SELECT MAX(period) FROM table_name_19 WHERE element = ""platinum""",201
"SELECT date FROM table_name_9 WHERE sub_total = ""9:30""",On which day were the subtotal hours 9:30?,"CREATE TABLE table_name_9 (date VARCHAR, sub_total VARCHAR)","Instruction: On which day were the subtotal hours 9:30?
Context: CREATE TABLE table_name_9 (date VARCHAR, sub_total VARCHAR)
Response: SELECT date FROM table_name_9 WHERE sub_total = ""9:30""",189
"SELECT opponent FROM table_name_53 WHERE loss = ""trout (7-4)""",Which opponent has a loss of trout (7-4)?,"CREATE TABLE table_name_53 (opponent VARCHAR, loss VARCHAR)","Instruction: Which opponent has a loss of trout (7-4)?
Context: CREATE TABLE table_name_53 (opponent VARCHAR, loss VARCHAR)
Response: SELECT opponent FROM table_name_53 WHERE loss = ""trout (7-4)""",195
"SELECT position FROM table_1708014_1 WHERE winnings = ""$4,228,889""","Which position offers winnings of $4,228,889?","CREATE TABLE table_1708014_1 (position VARCHAR, winnings VARCHAR)","Instruction: Which position offers winnings of $4,228,889?
Context: CREATE TABLE table_1708014_1 (position VARCHAR, winnings VARCHAR)
Response: SELECT position FROM table_1708014_1 WHERE winnings = ""$4,228,889""",210
"SELECT county FROM table_name_96 WHERE median_household_income = ""$37,230""","Which County has a Median household income of $37,230?","CREATE TABLE table_name_96 (county VARCHAR, median_household_income VARCHAR)","Instruction: Which County has a Median household income of $37,230?
Context: CREATE TABLE table_name_96 (county VARCHAR, median_household_income VARCHAR)
Response: SELECT county FROM table_name_96 WHERE median_household_income = ""$37,230""",238
SELECT opponent FROM table_name_25 WHERE week = 12,Who did the Raiders play in week 12?,"CREATE TABLE table_name_25 (opponent VARCHAR, week VARCHAR)","Instruction: Who did the Raiders play in week 12?
Context: CREATE TABLE table_name_25 (opponent VARCHAR, week VARCHAR)
Response: SELECT opponent FROM table_name_25 WHERE week = 12",179
"SELECT MIN(money___) AS $__ FROM table_name_77 WHERE player = ""raymond floyd""",What is raymond floyd's lowest $?,"CREATE TABLE table_name_77 (money___ INTEGER, player VARCHAR)","Instruction: What is raymond floyd's lowest $?
Context: CREATE TABLE table_name_77 (money___ INTEGER, player VARCHAR)
Response: SELECT MIN(money___) AS $__ FROM table_name_77 WHERE player = ""raymond floyd""",205
"SELECT rank FROM table_name_85 WHERE mark = ""nm"" AND nationality = ""india""",What rank has a mark of NM and is from India?,"CREATE TABLE table_name_85 (rank VARCHAR, mark VARCHAR, nationality VARCHAR)","Instruction: What rank has a mark of NM and is from India?
Context: CREATE TABLE table_name_85 (rank VARCHAR, mark VARCHAR, nationality VARCHAR)
Response: SELECT rank FROM table_name_85 WHERE mark = ""nm"" AND nationality = ""india""",229
SELECT COUNT(writer) FROM table_25737761_4 WHERE _number = 2,How many people wrote episode number 2 of the season?,"CREATE TABLE table_25737761_4 (writer VARCHAR, _number VARCHAR)","Instruction: How many people wrote episode number 2 of the season?
Context: CREATE TABLE table_25737761_4 (writer VARCHAR, _number VARCHAR)
Response: SELECT COUNT(writer) FROM table_25737761_4 WHERE _number = 2",210
SELECT region FROM table_name_61 WHERE date = 2004,"What is Region, when Date is 2004?","CREATE TABLE table_name_61 (region VARCHAR, date VARCHAR)","Instruction: What is Region, when Date is 2004?
Context: CREATE TABLE table_name_61 (region VARCHAR, date VARCHAR)
Response: SELECT region FROM table_name_61 WHERE date = 2004",175
"SELECT result FROM table_1342359_4 WHERE district = ""Arkansas 2""",What was the result of the election in the Arkansas 2 district? ,"CREATE TABLE table_1342359_4 (result VARCHAR, district VARCHAR)","Instruction: What was the result of the election in the Arkansas 2 district? 
Context: CREATE TABLE table_1342359_4 (result VARCHAR, district VARCHAR)
Response: SELECT result FROM table_1342359_4 WHERE district = ""Arkansas 2""",225
"SELECT studio_analysts FROM table_name_52 WHERE ice_level_reporters = ""scott oake""",Which studio analyst has Scott Oake for the ice level reporter?,"CREATE TABLE table_name_52 (studio_analysts VARCHAR, ice_level_reporters VARCHAR)","Instruction: Which studio analyst has Scott Oake for the ice level reporter?
Context: CREATE TABLE table_name_52 (studio_analysts VARCHAR, ice_level_reporters VARCHAR)
Response: SELECT studio_analysts FROM table_name_52 WHERE ice_level_reporters = ""scott oake""",260
"SELECT score FROM table_name_27 WHERE location_attendance = ""us airways center 18,422"" AND game < 22","What is Score, when Location Attendance is ""US Airways Center 18,422"", and when Game is less than 22?","CREATE TABLE table_name_27 (score VARCHAR, location_attendance VARCHAR, game VARCHAR)","Instruction: What is Score, when Location Attendance is ""US Airways Center 18,422"", and when Game is less than 22?
Context: CREATE TABLE table_name_27 (score VARCHAR, location_attendance VARCHAR, game VARCHAR)
Response: SELECT score FROM table_name_27 WHERE location_attendance = ""us airways center 18,422"" AND game < 22",320
